invoice_id,vendor_gstin,invoice_number,invoice_date,filing_period,taxable_value,cgst,sgst,igst,total_tax,total_invoice_value
INV00413,27HTJOA1331MSZ9,INV/082025/00013,2025-08-22,08-2025,60163.28,0.0,0.0,3008.16,3008.16,63171.44
INV00414,27HTJOA1331MSZ9,INV/052025/00014,2025-05-18,05-2025,204311.61,0.0,0.0,24517.39,24517.39,228829.0
INV00415,27HTJOA1331MSZ9,INV/062025/00015,2025-06-15,06-2025,11831.91,0.0,0.0,1419.83,1419.83,13251.74
INV00416,27HTJOA1331MSZ9,INV/082025/00016,2025-08-24,08-2025,59192.27,0.0,0.0,16573.84,16573.84,75766.11
INV00417,27HTJOA1331MSZ9,INV/092025/00017,2025-09-09,09-2025,116587.39,0.0,0.0,13990.49,13990.49,130577.88
INV00418,27HTJOA1331MSZ9,INV/032026/00018,2026-03-17,03-2026,213434.6,0.0,0.0,38418.23,38418.23,251852.83
INV00419,27HTJOA1331MSZ9,INV/112025/00019,2025-11-08,11-2025,211122.7,0.0,0.0,10556.14,10556.14,221678.84
INV00420,27HTJOA1331MSZ9,INV/032026/00020,2026-03-23,03-2026,164925.74,0.0,0.0,8246.29,8246.29,173172.03
INV00421,27HTJOA1331MSZ9,INV/092025/00021,2025-09-10,09-2025,220871.28,0.0,0.0,39756.83,39756.83,260628.11
INV00422,27HTJOA1331MSZ9,INV/102025/00022,2025-10-27,10-2025,63169.42,0.0,0.0,11370.5,11370.5,74539.92
INV00423,27HTJOA1331MSZ9,INV/032026/00023,2026-03-10,03-2026,65532.12,0.0,0.0,11795.78,11795.78,77327.9
INV00424,27HTJOA1331MSZ9,INV/012026/00024,2026-01-25,01-2026,209153.93,0.0,0.0,25098.47,25098.47,234252.4
INV00425,27HTJOA1331MSZ9,INV/052025/00025,2025-05-13,05-2025,45367.4,0.0,0.0,8166.13,8166.13,53533.53
INV00426,27HTJOA1331MSZ9,INV/022026/00026,2026-02-16,02-2026,133243.74,0.0,0.0,37308.25,37308.25,170551.99
INV00427,27HTJOA1331MSZ9,INV/022026/00027,2026-02-13,02-2026,106745.61,0.0,0.0,19214.21,19214.21,125959.82
INV00428,27HTJOA1331MSZ9,INV/032026/00028,2026-03-26,03-2026,5933.36,0.0,0.0,712.0,712.0,6645.36
INV00429,27HTJOA1331MSZ9,INV/092025/00029,2025-09-04,09-2025,72753.03,0.0,0.0,8730.36,8730.36,81483.39
INV00430,27HTJOA1331MSZ9,INV/102025/00030,2025-10-20,10-2025,129630.2,0.0,0.0,15555.62,15555.62,145185.82
INV00431,27HTJOA1331MSZ9,INV/082025/00031,2025-08-31,08-2025,189943.89,0.0,0.0,53184.29,53184.29,243128.18
INV00432,27HTJOA1331MSZ9,INV/082025/00032,2025-08-20,08-2025,19107.41,0.0,0.0,5350.07,5350.07,24457.48
INV00433,27HTJOA1331MSZ9,INV/082025/00033,2025-08-28,08-2025,187274.08,0.0,0.0,22472.89,22472.89,209746.97
INV00434,27HTJOA1331MSZ9,INV/052025/00034,2025-05-07,05-2025,158083.78,0.0,0.0,44263.46,44263.46,202347.24
INV00435,27HTJOA1331MSZ9,INV/012026/00035,2026-01-11,01-2026,213160.55,0.0,0.0,10658.03,10658.03,223818.58
INV00436,27HTJOA1331MSZ9,INV/032026/00036,2026-03-03,03-2026,238897.31,0.0,0.0,28667.68,28667.68,267564.99
INV00437,27HTJOA1331MSZ9,INV/122025/00037,2025-12-13,12-2025,26137.26,0.0,0.0,7318.43,7318.43,33455.69
INV00438,27HTJOA1331MSZ9,INV/032026/00038,2026-03-21,03-2026,96710.14,0.0,0.0,17407.83,17407.83,114117.97
INV00439,27HTJOA1331MSZ9,INV/052025/00039,2025-05-11,05-2025,211570.27,0.0,0.0,25388.43,25388.43,236958.7
INV00440,27HTJOA1331MSZ9,INV/122025/00040,2025-12-13,12-2025,92795.0,0.0,0.0,11135.4,11135.4,103930.4
INV00441,27HTJOA1331MSZ9,INV/022026/00041,2026-02-27,02-2026,73612.54,0.0,0.0,13250.26,13250.26,86862.8
INV00442,27HTJOA1331MSZ9,INV/042025/00042,2025-04-05,04-2025,107407.37,0.0,0.0,19333.33,19333.33,126740.7
INV00443,27HTJOA1331MSZ9,INV/022026/00043,2026-02-02,02-2026,81024.43,0.0,0.0,22686.84,22686.84,103711.27
INV00444,27HTJOA1331MSZ9,INV/052025/00044,2025-05-15,05-2025,14778.36,0.0,0.0,1773.4,1773.4,16551.76
INV00445,27HTJOA1331MSZ9,INV/072025/00045,2025-07-13,07-2025,73298.61,0.0,0.0,3664.93,3664.93,76963.54
INV00446,27HTJOA1331MSZ9,INV/032026/00046,2026-03-18,03-2026,39607.4,0.0,0.0,11090.07,11090.07,50697.47
INV00447,27HTJOA1331MSZ9,INV/112025/00047,2025-11-25,11-2025,44436.28,0.0,0.0,12442.16,12442.16,56878.44
INV00448,27HTJOA1331MSZ9,INV/012026/00048,2026-01-03,01-2026,207656.76,0.0,0.0,24918.81,24918.81,232575.57
INV00449,27HTJOA1331MSZ9,INV/052025/00049,2025-05-28,05-2025,194238.16,0.0,0.0,54386.68,54386.68,248624.84
INV00450,27HTJOA1331MSZ9,INV/022026/00050,2026-02-12,02-2026,153460.24,0.0,0.0,7673.01,7673.01,161133.25
INV00451,27HTJOA1331MSZ9,INV/042025/00051,2025-04-18,04-2025,178010.97,0.0,0.0,21361.32,21361.32,199372.29
INV00452,27HTJOA1331MSZ9,INV/022026/00052,2026-02-23,02-2026,77814.57,0.0,0.0,3890.73,3890.73,81705.3
INV00453,27HTJOA1331MSZ9,INV/012026/00053,2026-01-20,01-2026,54819.46,0.0,0.0,9867.5,9867.5,64686.96
INV00454,27HTJOA1331MSZ9,INV/012026/00054,2026-01-25,01-2026,192170.22,0.0,0.0,34590.64,34590.64,226760.86
INV00455,27HTJOA1331MSZ9,INV/102025/00055,2025-10-03,10-2025,32428.49,0.0,0.0,1621.42,1621.42,34049.91
INV00456,27HTJOA1331MSZ9,INV/092025/00056,2025-09-01,09-2025,208258.2,0.0,0.0,37486.48,37486.48,245744.68
INV00457,27HTJOA1331MSZ9,INV/022026/00057,2026-02-04,02-2026,18013.67,0.0,0.0,5043.83,5043.83,23057.5
INV00458,09TMRNZ1718UNZ3,INV/032026/00001,2026-03-02,03-2026,220311.1,0.0,0.0,39656.0,39656.0,259967.1
INV00459,09TMRNZ1718UNZ3,INV/012026/00002,2026-01-17,01-2026,16302.01,0.0,0.0,1956.24,1956.24,18258.25
INV00460,09TMRNZ1718UNZ3,INV/022026/00003,2026-02-21,02-2026,235443.84,0.0,0.0,65924.28,65924.28,301368.12
INV00461,09TMRNZ1718UNZ3,INV/062025/00004,2025-06-08,06-2025,210757.26,0.0,0.0,37936.31,37936.31,248693.57
INV00462,09TMRNZ1718UNZ3,INV/032026/00005,2026-03-29,03-2026,41632.21,0.0,0.0,7493.8,7493.8,49126.01
INV00463,09TMRNZ1718UNZ3,INV/092025/00006,2025-09-26,09-2025,192095.65,0.0,0.0,34577.22,34577.22,226672.87
INV00464,09TMRNZ1718UNZ3,INV/122025/00007,2025-12-05,12-2025,190153.42,0.0,0.0,9507.67,9507.67,199661.09
INV00465,09TMRNZ1718UNZ3,INV/102025/00008,2025-10-12,10-2025,173460.42,0.0,0.0,8673.02,8673.02,182133.44
INV00466,09TMRNZ1718UNZ3,INV/072025/00009,2025-07-05,07-2025,88460.25,0.0,0.0,4423.01,4423.01,92883.26
INV00467,09TMRNZ1718UNZ3,INV/102025/00010,2025-10-24,10-2025,144844.02,0.0,0.0,26071.92,26071.92,170915.94
INV00468,09TMRNZ1718UNZ3,INV/042025/00011,2025-04-03,04-2025,245404.43,0.0,0.0,44172.8,44172.8,289577.23
INV00469,09TMRNZ1718UNZ3,INV/102025/00012,2025-10-27,10-2025,50550.24,0.0,0.0,2527.51,2527.51,53077.75
INV00470,09TMRNZ1718UNZ3,INV/022026/00013,2026-02-02,02-2026,122913.99,0.0,0.0,6145.7,6145.7,129059.69
INV00471,09TMRNZ1718UNZ3,INV/122025/00014,2025-12-14,12-2025,196908.46,0.0,0.0,35443.52,35443.52,232351.98
INV00472,09TMRNZ1718UNZ3,INV/062025/00015,2025-06-04,06-2025,100084.35,0.0,0.0,12010.12,12010.12,112094.47
INV00473,09TMRNZ1718UNZ3,INV/092025/00016,2025-09-26,09-2025,222871.25,0.0,0.0,62403.95,62403.95,285275.2
INV00474,09TMRNZ1718UNZ3,INV/112025/00017,2025-11-29,11-2025,200188.92,0.0,0.0,24022.67,24022.67,224211.59
INV00475,09TMRNZ1718UNZ3,INV/022026/00018,2026-02-20,02-2026,221781.35,0.0,0.0,62098.78,62098.78,283880.13
INV00476,09TMRNZ1718UNZ3,INV/052025/00019,2025-05-04,05-2025,39892.09,0.0,0.0,11169.79,11169.79,51061.88
INV00477,09TMRNZ1718UNZ3,INV/072025/00020,2025-07-19,07-2025,243600.92,0.0,0.0,68208.26,68208.26,311809.18
INV00478,09TMRNZ1718UNZ3,INV/022026/00021,2026-02-21,02-2026,17579.08,0.0,0.0,3164.23,3164.23,20743.31
INV00479,09TMRNZ1718UNZ3,INV/122025/00022,2025-12-18,12-2025,72582.13,0.0,0.0,8709.86,8709.86,81291.99
INV00480,09TMRNZ1718UNZ3,INV/022026/00023,2026-02-08,02-2026,116217.48,0.0,0.0,32540.89,32540.89,148758.37
INV00481,09TMRNZ1718UNZ3,INV/012026/00024,2026-01-06,01-2026,75114.56,0.0,0.0,3755.73,3755.73,78870.29
INV00482,09TMRNZ1718UNZ3,INV/062025/00025,2025-06-05,06-2025,181853.65,0.0,0.0,50919.02,50919.02,232772.67
INV00483,09TMRNZ1718UNZ3,INV/062025/00026,2025-06-22,06-2025,244583.11,0.0,0.0,12229.16,12229.16,256812.27
INV00484,09TMRNZ1718UNZ3,INV/072025/00027,2025-07-24,07-2025,116453.0,0.0,0.0,20961.54,20961.54,137414.54
INV00485,09TMRNZ1718UNZ3,INV/072025/00028,2025-07-17,07-2025,69843.65,0.0,0.0,3492.18,3492.18,73335.83
INV00486,09TMRNZ1718UNZ3,INV/092025/00029,2025-09-24,09-2025,87536.78,0.0,0.0,4376.84,4376.84,91913.62
INV00487,09TMRNZ1718UNZ3,INV/112025/00030,2025-11-24,11-2025,49834.07,0.0,0.0,5980.09,5980.09,55814.16
INV00488,09TMRNZ1718UNZ3,INV/112025/00031,2025-11-11,11-2025,115961.87,0.0,0.0,32469.32,32469.32,148431.19
INV00489,09TMRNZ1718UNZ3,INV/112025/00032,2025-11-19,11-2025,142794.38,0.0,0.0,7139.72,7139.72,149934.1
INV00490,09TMRNZ1718UNZ3,INV/072025/00033,2025-07-09,07-2025,235460.5,0.0,0.0,11773.03,11773.03,247233.53
INV00491,09TMRNZ1718UNZ3,INV/032026/00034,2026-03-22,03-2026,156545.99,0.0,0.0,18785.52,18785.52,175331.51
INV00492,09TMRNZ1718UNZ3,INV/052025/00035,2025-05-13,05-2025,47681.62,0.0,0.0,5721.79,5721.79,53403.41
INV00493,09TMRNZ1718UNZ3,INV/012026/00036,2026-01-18,01-2026,55241.49,0.0,0.0,9943.47,9943.47,65184.96
INV00494,09TMRNZ1718UNZ3,INV/092025/00037,2025-09-21,09-2025,32737.85,0.0,0.0,9166.6,9166.6,41904.45
INV00495,09TMRNZ1718UNZ3,INV/052025/00038,2025-05-25,05-2025,127516.19,0.0,0.0,15301.94,15301.94,142818.13
INV00496,09TMRNZ1718UNZ3,INV/012026/00039,2026-01-23,01-2026,226037.18,0.0,0.0,27124.46,27124.46,253161.64
INV00497,09TMRNZ1718UNZ3,INV/092025/00040,2025-09-04,09-2025,98484.4,0.0,0.0,11818.13,11818.13,110302.53
INV00498,09TMRNZ1718UNZ3,INV/072025/00041,2025-07-17,07-2025,173966.07,0.0,0.0,48710.5,48710.5,222676.57
INV00499,09TMRNZ1718UNZ3,INV/112025/00042,2025-11-28,11-2025,81577.71,0.0,0.0,9789.33,9789.33,91367.04
INV00500,09TMRNZ1718UNZ3,INV/042025/00043,2025-04-06,04-2025,7776.04,0.0,0.0,2177.29,2177.29,9953.33
INV00501,09TMRNZ1718UNZ3,INV/032026/00044,2026-03-20,03-2026,35232.38,0.0,0.0,1761.62,1761.62,36994.0
INV00502,09TMRNZ1718UNZ3,INV/102025/00045,2025-10-10,10-2025,135392.15,0.0,0.0,16247.06,16247.06,151639.21
INV00503,09TMRNZ1718UNZ3,INV/012026/00046,2026-01-20,01-2026,90603.38,0.0,0.0,25368.95,25368.95,115972.33
INV00504,09TMRNZ1718UNZ3,INV/102025/00047,2025-10-03,10-2025,201379.01,0.0,0.0,56386.12,56386.12,257765.13
INV00505,09TMRNZ1718UNZ3,INV/062025/00048,2025-06-25,06-2025,91786.71,0.0,0.0,16521.61,16521.61,108308.32
INV00506,09TMRNZ1718UNZ3,INV/082025/00049,2025-08-23,08-2025,146665.69,0.0,0.0,17599.88,17599.88,164265.57
INV00507,09TMRNZ1718UNZ3,INV/102025/00050,2025-10-11,10-2025,146648.6,0.0,0.0,41061.61,41061.61,187710.21
INV00508,09IBBDI3174KJZ0,INV/022026/00001,2026-02-05,02-2026,43993.44,0.0,0.0,12318.16,12318.16,56311.6
INV00509,09IBBDI3174KJZ0,INV/072025/00002,2025-07-09,07-2025,185615.74,0.0,0.0,22273.89,22273.89,207889.63
INV00510,09IBBDI3174KJZ0,INV/092025/00003,2025-09-29,09-2025,146983.65,0.0,0.0,17638.04,17638.04,164621.69
INV00511,09IBBDI3174KJZ0,INV/052025/00004,2025-05-23,05-2025,166053.86,0.0,0.0,29889.69,29889.69,195943.55
INV00512,09IBBDI3174KJZ0,INV/102025/00005,2025-10-22,10-2025,219554.94,0.0,0.0,39519.89,39519.89,259074.83
INV00513,09IBBDI3174KJZ0,INV/032026/00006,2026-03-12,03-2026,128268.69,0.0,0.0,35915.23,35915.23,164183.92
INV00514,09IBBDI3174KJZ0,INV/112025/00007,2025-11-29,11-2025,96531.62,0.0,0.0,4826.58,4826.58,101358.2
INV00515,09IBBDI3174KJZ0,INV/092025/00008,2025-09-01,09-2025,241664.82,0.0,0.0,67666.15,67666.15,309330.97
INV00516,09IBBDI3174KJZ0,INV/122025/00009,2025-12-06,12-2025,182146.34,0.0,0.0,32786.34,32786.34,214932.68
INV00517,09IBBDI3174KJZ0,INV/082025/00010,2025-08-04,08-2025,8805.57,0.0,0.0,1585.0,1585.0,10390.57
INV00518,09IBBDI3174KJZ0,INV/022026/00011,2026-02-09,02-2026,45755.55,0.0,0.0,12811.55,12811.55,58567.1
INV00519,09IBBDI3174KJZ0,INV/102025/00012,2025-10-30,10-2025,157144.22,0.0,0.0,28285.96,28285.96,185430.18
INV00520,09IBBDI3174KJZ0,INV/012026/00013,2026-01-29,01-2026,87705.11,0.0,0.0,24557.43,24557.43,112262.54
INV00521,09IBBDI3174KJZ0,INV/022026/00014,2026-02-24,02-2026,114078.42,0.0,0.0,5703.92,5703.92,119782.34
INV00522,09IBBDI3174KJZ0,INV/012026/00015,2026-01-31,01-2026,129050.52,0.0,0.0,15486.06,15486.06,144536.58
INV00523,09IBBDI3174KJZ0,INV/072025/00016,2025-07-05,07-2025,77982.85,0.0,0.0,9357.94,9357.94,87340.79
INV00524,09IBBDI3174KJZ0,INV/122025/00017,2025-12-17,12-2025,104549.92,0.0,0.0,5227.5,5227.5,109777.42
INV00525,09IBBDI3174KJZ0,INV/052025/00018,2025-05-18,05-2025,196555.41,0.0,0.0,23586.65,23586.65,220142.06
INV00526,09IBBDI3174KJZ0,INV/062025/00019,2025-06-25,06-2025,244376.65,0.0,0.0,68425.46,68425.46,312802.11
INV00527,09IBBDI3174KJZ0,INV/012026/00020,2026-01-12,01-2026,99525.38,0.0,0.0,27867.11,27867.11,127392.49
INV00528,09IBBDI3174KJZ0,INV/022026/00021,2026-02-24,02-2026,166985.06,0.0,0.0,20038.21,20038.21,187023.27
INV00529,09IBBDI3174KJZ0,INV/092025/00022,2025-09-11,09-2025,93839.01,0.0,0.0,4691.95,4691.95,98530.96
INV00530,09IBBDI3174KJZ0,INV/012026/00023,2026-01-26,01-2026,106524.81,0.0,0.0,19174.47,19174.47,125699.28
INV00531,09IBBDI3174KJZ0,INV/082025/00024,2025-08-23,08-2025,160539.86,0.0,0.0,44951.16,44951.16,205491.02
INV00532,09IBBDI3174KJZ0,INV/032026/00025,2026-03-03,03-2026,7006.17,0.0,0.0,1961.73,1961.73,8967.9
INV00533,09IBBDI3174KJZ0,INV/072025/00026,2025-07-18,07-2025,175980.31,0.0,0.0,21117.64,21117.64,197097.95
INV00534,09IBBDI3174KJZ0,INV/092025/00027,2025-09-26,09-2025,241790.46,0.0,0.0,29014.86,29014.86,270805.32
INV00535,09IBBDI3174KJZ0,INV/072025/00028,2025-07-29,07-2025,42586.31,0.0,0.0,11924.17,11924.17,54510.48
INV00536,09IBBDI3174KJZ0,INV/082025/00029,2025-08-26,08-2025,160770.8,0.0,0.0,28938.74,28938.74,189709.54
INV00537,09IBBDI3174KJZ0,INV/102025/00030,2025-10-31,10-2025,226640.32,0.0,0.0,11332.02,11332.02,237972.34
INV00538,09IBBDI3174KJZ0,INV/012026/00031,2026-01-09,01-2026,228809.5,0.0,0.0,64066.66,64066.66,292876.16
INV00539,09IBBDI3174KJZ0,INV/122025/00032,2025-12-09,12-2025,66835.85,0.0,0.0,18714.04,18714.04,85549.89
INV00540,09IBBDI3174KJZ0,INV/032026/00033,2026-03-24,03-2026,25095.01,0.0,0.0,3011.4,3011.4,28106.41
INV00541,09IBBDI3174KJZ0,INV/062025/00034,2025-06-29,06-2025,134893.27,0.0,0.0,6744.66,6744.66,141637.93
INV00542,09IBBDI3174KJZ0,INV/052025/00035,2025-05-28,05-2025,72529.01,0.0,0.0,13055.22,13055.22,85584.23
INV00543,09IBBDI3174KJZ0,INV/092025/00036,2025-09-29,09-2025,123872.21,0.0,0.0,14864.67,14864.67,138736.88
INV00544,09IBBDI3174KJZ0,INV/062025/00037,2025-06-23,06-2025,127004.27,0.0,0.0,22860.77,22860.77,149865.04
INV00545,09IBBDI3174KJZ0,INV/042025/00038,2025-04-12,04-2025,209224.47,0.0,0.0,58582.85,58582.85,267807.32
INV00546,09IBBDI3174KJZ0,INV/122025/00039,2025-12-24,12-2025,106950.59,0.0,0.0,29946.17,29946.17,136896.76
INV00547,09IBBDI3174KJZ0,INV/042025/00040,2025-04-13,04-2025,246333.0,0.0,0.0,29559.96,29559.96,275892.96
INV00548,09IBBDI3174KJZ0,INV/092025/00041,2025-09-08,09-2025,185672.16,0.0,0.0,51988.2,51988.2,237660.36
INV00549,09IBBDI3174KJZ0,INV/112025/00042,2025-11-09,11-2025,58542.98,0.0,0.0,7025.16,7025.16,65568.14
INV00550,33IYRXW3671YQZB,INV/072025/00001,2025-07-31,07-2025,58821.37,0.0,0.0,2941.07,2941.07,61762.44
INV00551,33IYRXW3671YQZB,INV/012026/00002,2026-01-22,01-2026,39929.52,0.0,0.0,4791.54,4791.54,44721.06
INV00552,33IYRXW3671YQZB,INV/122025/00003,2025-12-13,12-2025,186153.97,0.0,0.0,22338.48,22338.48,208492.45
INV00553,33IYRXW3671YQZB,INV/052025/00004,2025-05-18,05-2025,170796.86,0.0,0.0,47823.12,47823.12,218619.98
INV00554,33IYRXW3671YQZB,INV/052025/00005,2025-05-16,05-2025,204457.94,0.0,0.0,24534.95,24534.95,228992.89
INV00555,33IYRXW3671YQZB,INV/082025/00006,2025-08-09,08-2025,57287.2,0.0,0.0,10311.7,10311.7,67598.9
INV00556,33IYRXW3671YQZB,INV/042025/00007,2025-04-29,04-2025,30809.19,0.0,0.0,8626.57,8626.57,39435.76
INV00557,33IYRXW3671YQZB,INV/012026/00008,2026-01-15,01-2026,209495.15,0.0,0.0,10474.76,10474.76,219969.91
INV00558,33IYRXW3671YQZB,INV/092025/00009,2025-09-10,09-2025,187588.96,0.0,0.0,9379.45,9379.45,196968.41
INV00559,33IYRXW3671YQZB,INV/012026/00010,2026-01-08,01-2026,150474.58,0.0,0.0,7523.73,7523.73,157998.31
INV00560,33IYRXW3671YQZB,INV/022026/00011,2026-02-02,02-2026,139503.92,0.0,0.0,6975.2,6975.2,146479.12
INV00561,33IYRXW3671YQZB,INV/112025/00012,2025-11-01,11-2025,12923.27,0.0,0.0,2326.19,2326.19,15249.46
INV00562,33IYRXW3671YQZB,INV/102025/00013,2025-10-10,10-2025,245083.11,0.0,0.0,12254.16,12254.16,257337.27
INV00563,33IYRXW3671YQZB,INV/082025/00014,2025-08-30,08-2025,244732.19,0.0,0.0,12236.61,12236.61,256968.8
INV00564,33IYRXW3671YQZB,INV/012026/00015,2026-01-08,01-2026,196283.76,0.0,0.0,9814.19,9814.19,206097.95
INV00565,33IYRXW3671YQZB,INV/112025/00016,2025-11-16,11-2025,76562.73,0.0,0.0,21437.56,21437.56,98000.29
INV00566,33IYRXW3671YQZB,INV/042025/00017,2025-04-13,04-2025,2947.86,0.0,0.0,825.4,825.4,3773.26
INV00567,33IYRXW3671YQZB,INV/062025/00018,2025-06-12,06-2025,147793.29,0.0,0.0,26602.79,26602.79,174396.08
INV00568,33IYRXW3671YQZB,INV/052025/00019,2025-05-14,05-2025,37310.51,0.0,0.0,10446.94,10446.94,47757.45
INV00569,33IYRXW3671YQZB,INV/082025/00020,2025-08-25,08-2025,240962.7,0.0,0.0,67469.56,67469.56,308432.26
INV00570,33IYRXW3671YQZB,INV/072025/00021,2025-07-22,07-2025,54277.31,0.0,0.0,15197.65,15197.65,69474.96
INV00571,33IYRXW3671YQZB,INV/082025/00022,2025-08-24,08-2025,206445.4,0.0,0.0,37160.17,37160.17,243605.57
INV00572,33IYRXW3671YQZB,INV/112025/00023,2025-11-03,11-2025,68608.51,0.0,0.0,12349.53,12349.53,80958.04
INV00573,33IYRXW3671YQZB,INV/072025/00024,2025-07-24,07-2025,107982.6,0.0,0.0,12957.91,12957.91,120940.51
INV00574,33IYRXW3671YQZB,INV/072025/00025,2025-07-09,07-2025,10656.54,0.0,0.0,1278.78,1278.78,11935.32
INV00575,33IYRXW3671YQZB,INV/042025/00026,2025-04-05,04-2025,218356.66,0.0,0.0,61139.86,61139.86,279496.52
INV00576,33IYRXW3671YQZB,INV/102025/00027,2025-10-24,10-2025,177202.37,0.0,0.0,31896.43,31896.43,209098.8
INV00577,33IYRXW3671YQZB,INV/122025/00028,2025-12-28,12-2025,87969.31,0.0,0.0,10556.32,10556.32,98525.63
INV00578,33IYRXW3671YQZB,INV/122025/00029,2025-12-10,12-2025,164319.33,0.0,0.0,29577.48,29577.48,193896.81
INV00579,33IYRXW3671YQZB,INV/082025/00030,2025-08-16,08-2025,117195.26,0.0,0.0,5859.76,5859.76,123055.02
INV00580,33IYRXW3671YQZB,INV/072025/00031,2025-07-12,07-2025,244490.62,0.0,0.0,68457.37,68457.37,312947.99
INV00581,33IYRXW3671YQZB,INV/122025/00032,2025-12-07,12-2025,130714.74,0.0,0.0,23528.65,23528.65,154243.39
INV00582,33IYRXW3671YQZB,INV/062025/00033,2025-06-10,06-2025,231006.97,0.0,0.0,64681.95,64681.95,295688.92
INV00583,33IYRXW3671YQZB,INV/102025/00034,2025-10-03,10-2025,126987.15,0.0,0.0,15238.46,15238.46,142225.61
INV00584,33IYRXW3671YQZB,INV/092025/00035,2025-09-03,09-2025,180584.43,0.0,0.0,21670.13,21670.13,202254.56
INV00585,33IYRXW3671YQZB,INV/052025/00036,2025-05-08,05-2025,193906.64,0.0,0.0,54293.86,54293.86,248200.5
INV00586,33IYRXW3671YQZB,INV/062025/00037,2025-06-06,06-2025,18149.14,0.0,0.0,907.46,907.46,19056.6
INV00587,33IYRXW3671YQZB,INV/012026/00038,2026-01-24,01-2026,21673.44,0.0,0.0,6068.56,6068.56,27742.0
INV00588,33IYRXW3671YQZB,INV/062025/00039,2025-06-14,06-2025,185207.32,0.0,0.0,51858.05,51858.05,237065.37
INV00589,33IYRXW3671YQZB,INV/032026/00040,2026-03-13,03-2026,5063.62,0.0,0.0,911.45,911.45,5975.07
INV00590,33IYRXW3671YQZB,INV/042025/00041,2025-04-19,04-2025,217914.39,0.0,0.0,10895.72,10895.72,228810.11
INV00591,33IYRXW3671YQZB,INV/022026/00042,2026-02-09,02-2026,87624.97,0.0,0.0,4381.25,4381.25,92006.22
INV00592,33IYRXW3671YQZB,INV/012026/00043,2026-01-09,01-2026,124622.69,0.0,0.0,6231.13,6231.13,130853.82
INV00593,33IYRXW3671YQZB,INV/072025/00044,2025-07-03,07-2025,25388.54,0.0,0.0,3046.62,3046.62,28435.16
INV00594,33IYRXW3671YQZB,INV/022026/00045,2026-02-12,02-2026,63350.14,0.0,0.0,17738.04,17738.04,81088.18
INV00595,33IYRXW3671YQZB,INV/012026/00046,2026-01-30,01-2026,189860.31,0.0,0.0,53160.89,53160.89,243021.2
INV00596,33IYRXW3671YQZB,INV/122025/00047,2025-12-11,12-2025,156407.36,0.0,0.0,28153.32,28153.32,184560.68
INV00597,33IYRXW3671YQZB,INV/102025/00048,2025-10-02,10-2025,164553.12,0.0,0.0,29619.56,29619.56,194172.68
INV00598,33IYRXW3671YQZB,INV/042025/00049,2025-04-23,04-2025,106107.86,0.0,0.0,29710.2,29710.2,135818.06
INV00599,33IYRXW3671YQZB,INV/052025/00050,2025-05-01,05-2025,212416.55,0.0,0.0,10620.83,10620.83,223037.38
INV00600,33IYRXW3671YQZB,INV/112025/00051,2025-11-08,11-2025,116509.57,0.0,0.0,13981.15,13981.15,130490.72
INV00601,33IYRXW3671YQZB,INV/032026/00052,2026-03-17,03-2026,210309.22,0.0,0.0,58886.58,58886.58,269195.8
INV00602,33IYRXW3671YQZB,INV/072025/00053,2025-07-17,07-2025,91256.36,0.0,0.0,25551.78,25551.78,116808.14
INV00603,33IYRXW3671YQZB,INV/102025/00054,2025-10-17,10-2025,106917.02,0.0,0.0,5345.85,5345.85,112262.87
INV00604,27SEMYC5414QOZO,INV/042025/00001,2025-04-14,04-2025,24084.94,0.0,0.0,1204.25,1204.25,25289.19
INV00605,27SEMYC5414QOZO,INV/072025/00002,2025-07-26,07-2025,79587.88,0.0,0.0,14325.82,14325.82,93913.7
INV00606,27SEMYC5414QOZO,INV/022026/00003,2026-02-11,02-2026,7804.9,0.0,0.0,2185.37,2185.37,9990.27
INV00607,27SEMYC5414QOZO,INV/042025/00004,2025-04-24,04-2025,78889.57,0.0,0.0,3944.48,3944.48,82834.05
INV00608,27SEMYC5414QOZO,INV/032026/00005,2026-03-31,03-2026,187443.38,0.0,0.0,33739.81,33739.81,221183.19
INV00609,27SEMYC5414QOZO,INV/062025/00006,2025-06-26,06-2025,21945.86,0.0,0.0,6144.84,6144.84,28090.7
INV00610,27SEMYC5414QOZO,INV/122025/00007,2025-12-09,12-2025,30501.08,0.0,0.0,3660.13,3660.13,34161.21
INV00611,27SEMYC5414QOZO,INV/082025/00008,2025-08-18,08-2025,176788.65,0.0,0.0,21214.64,21214.64,198003.29
INV00612,27SEMYC5414QOZO,INV/022026/00009,2026-02-05,02-2026,187026.21,0.0,0.0,33664.72,33664.72,220690.93
INV00613,27SEMYC5414QOZO,INV/012026/00010,2026-01-04,01-2026,75499.07,0.0,0.0,3774.95,3774.95,79274.02
INV00614,27SEMYC5414QOZO,INV/022026/00011,2026-02-09,02-2026,205765.01,0.0,0.0,37037.7,37037.7,242802.71
INV00615,27SEMYC5414QOZO,INV/032026/00012,2026-03-03,03-2026,32039.91,0.0,0.0,3844.79,3844.79,35884.7
INV00616,27SEMYC5414QOZO,INV/022026/00013,2026-02-04,02-2026,171067.11,0.0,0.0,8553.36,8553.36,179620.47
INV00617,27SEMYC5414QOZO,INV/072025/00014,2025-07-19,07-2025,249659.0,0.0,0.0,44938.62,44938.62,294597.62
